Ward_No,WardName,zone_name,year,flood_count,max_rainfall_3day_mm,avg_monsoon_rainfall_mm,drain_density_km_per_km2,depression_area_fraction,mean_slope_percent,impervious_surface_fraction,drain_condition_score,drain_capacity_proxy,mean_elevation_m,area_km2,yamuna_backflow_risk,water_body_fraction,month_sin,month_cos
56,SHALIMAR BAGH-B,Keshavpuram,2017,1,196,177.9,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2017,0,70,177.9,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-1,-1.84E-16
56,SHALIMAR BAGH-B,Keshavpuram,2017,0,32.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2017,0,28.6,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2017,0,9,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-2.45E-16,1
56,SHALIMAR BAGH-B,Keshavpuram,2018,0,20.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2018,0,38.1,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2018,0,10,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1,6.12E-17
56,SHALIMAR BAGH-B,Keshavpuram,2018,0,27.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2018,0,18.4,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2018,2,212.7,217.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1.22E-16,-1
56,SHALIMAR BAGH-B,Keshavpuram,2018,0,106.1,217.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2018,2,213.6,217.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2018,2,203.3,217.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-1,-1.84E-16
56,SHALIMAR BAGH-B,Keshavpuram,2018,0,14.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2018,0,33.1,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2018,0,39.8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-2.45E-16,1
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,20.3,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,23.2,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,15.3,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1,6.12E-17
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,5.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,12.7,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,97.9,155.4,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1.22E-16,-1
56,SHALIMAR BAGH-B,Keshavpuram,2019,1,125.4,155.4,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,79.1,155.4,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2019,1,198.5,155.4,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-1,-1.84E-16
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,29.7,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2019,0,27.8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-2.45E-16,1
56,SHALIMAR BAGH-B,Keshavpuram,2020,0,38.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2020,0,5.1,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2020,0,13.7,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1,6.12E-17
56,SHALIMAR BAGH-B,Keshavpuram,2020,0,37.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2020,0,37.6,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2020,1,172.5,211.5,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1.22E-16,-1
56,SHALIMAR BAGH-B,Keshavpuram,2020,1,180.2,211.5,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2020,0,65.6,211.5,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2020,1,137.4,211.5,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-1,-1.84E-16
56,SHALIMAR BAGH-B,Keshavpuram,2020,0,13.1,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2020,0,11.3,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2020,0,33.4,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-2.45E-16,1
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,21.4,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,37.9,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,11.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1,6.12E-17
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,39.2,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,39.8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2021,1,144.5,138.9,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1.22E-16,-1
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,78.9,138.9,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,103.7,138.9,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2021,1,122.2,138.9,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-1,-1.84E-16
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,15.8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,14.8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2021,0,39,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-2.45E-16,1
56,SHALIMAR BAGH-B,Keshavpuram,2022,0,30.7,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2022,0,5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2022,0,25.9,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1,6.12E-17
56,SHALIMAR BAGH-B,Keshavpuram,2022,0,37.1,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2022,0,15.1,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2022,0,81.5,141.5,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1.22E-16,-1
56,SHALIMAR BAGH-B,Keshavpuram,2022,1,160.8,141.5,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2022,1,171.1,141.5,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2022,1,167,141.5,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-1,-1.84E-16
56,SHALIMAR BAGH-B,Keshavpuram,2022,0,16.2,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2022,0,13.8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2022,0,38.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-2.45E-16,1
56,SHALIMAR BAGH-B,Keshavpuram,2023,0,21,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2023,0,34.6,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2023,0,20.8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1,6.12E-17
56,SHALIMAR BAGH-B,Keshavpuram,2023,0,19.9,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2023,0,10.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2023,1,122.5,249.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1.22E-16,-1
56,SHALIMAR BAGH-B,Keshavpuram,2023,1,141.4,249.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2023,0,53.8,249.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2023,1,125.5,249.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-1,-1.84E-16
56,SHALIMAR BAGH-B,Keshavpuram,2023,0,32.3,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2023,0,28.8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2023,0,27.2,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-2.45E-16,1
56,SHALIMAR BAGH-B,Keshavpuram,2024,0,5.6,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2024,0,24.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2024,0,32.6,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1,6.12E-17
56,SHALIMAR BAGH-B,Keshavpuram,2024,0,23.9,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2024,0,16.3,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2024,0,73.2,247.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1.22E-16,-1
56,SHALIMAR BAGH-B,Keshavpuram,2024,1,200.9,247.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2024,1,130,247.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2024,1,199.3,247.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-1,-1.84E-16
56,SHALIMAR BAGH-B,Keshavpuram,2024,0,25.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2024,0,28.6,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2024,0,33.1,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-2.45E-16,1
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,18.9,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,23,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,33.1,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1,6.12E-17
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,18.1,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,18.6,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,66.3,212.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,1.22E-16,-1
56,SHALIMAR BAGH-B,Keshavpuram,2025,2,205.5,212.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,-0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,65.5,212.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,-0.5
56,SHALIMAR BAGH-B,Keshavpuram,2025,1,160.2,212.3,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-1,-1.84E-16
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,19.5,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.866025404,0.5
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,19.2,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-0.5,0.866025404
56,SHALIMAR BAGH-B,Keshavpuram,2025,0,28.8,0,2.16,0.128,1.73,0.51,2,43.6,212.1,14.28,0.8,0.053,-2.45E-16,1
57,PITAM PURA,Keshavpuram,2015,0,22.1,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,0.866025404
57,PITAM PURA,Keshavpuram,2015,0,16,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,0.5
57,PITAM PURA,Keshavpuram,2015,0,12.1,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1,6.12E-17
57,PITAM PURA,Keshavpuram,2015,0,38.3,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2015,0,20.5,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2015,0,79.7,131.1,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1.22E-16,-1
57,PITAM PURA,Keshavpuram,2015,0,83.8,131.1,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2015,0,97.7,131.1,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2015,0,219.9,131.1,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-1,-1.84E-16
57,PITAM PURA,Keshavpuram,2015,0,14.4,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,0.5
57,PITAM PURA,Keshavpuram,2015,0,16.5,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,0.866025404
57,PITAM PURA,Keshavpuram,2015,0,28.1,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-2.45E-16,1
57,PITAM PURA,Keshavpuram,2016,0,12.6,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,0.866025404
57,PITAM PURA,Keshavpuram,2016,0,10.6,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,0.5
57,PITAM PURA,Keshavpuram,2016,0,15.9,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1,6.12E-17
57,PITAM PURA,Keshavpuram,2016,0,8.7,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2016,0,5.7,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2016,0,186.8,161.2,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1.22E-16,-1
57,PITAM PURA,Keshavpuram,2016,0,73.4,161.2,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2016,0,181.9,161.2,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2016,0,185.6,161.2,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-1,-1.84E-16
57,PITAM PURA,Keshavpuram,2016,0,23.8,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,0.5
57,PITAM PURA,Keshavpuram,2016,0,15.8,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,0.866025404
57,PITAM PURA,Keshavpuram,2016,0,10.1,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-2.45E-16,1
57,PITAM PURA,Keshavpuram,2017,0,26,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,0.866025404
57,PITAM PURA,Keshavpuram,2017,0,27.9,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,0.5
57,PITAM PURA,Keshavpuram,2017,0,5.3,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1,6.12E-17
57,PITAM PURA,Keshavpuram,2017,0,37.5,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2017,0,7.3,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2017,0,112.4,223.2,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1.22E-16,-1
57,PITAM PURA,Keshavpuram,2017,0,118.5,223.2,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2017,0,50.2,223.2,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2017,0,134.5,223.2,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-1,-1.84E-16
57,PITAM PURA,Keshavpuram,2017,0,31.3,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,0.5
57,PITAM PURA,Keshavpuram,2017,0,33.8,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,0.866025404
57,PITAM PURA,Keshavpuram,2017,0,35.8,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-2.45E-16,1
57,PITAM PURA,Keshavpuram,2018,0,27.1,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,0.866025404
57,PITAM PURA,Keshavpuram,2018,0,7.8,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,0.5
57,PITAM PURA,Keshavpuram,2018,0,22.1,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1,6.12E-17
57,PITAM PURA,Keshavpuram,2018,0,10.4,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2018,0,17.9,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2018,0,106,188.3,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1.22E-16,-1
57,PITAM PURA,Keshavpuram,2018,0,122,188.3,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2018,0,147.2,188.3,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2018,0,203.5,188.3,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-1,-1.84E-16
57,PITAM PURA,Keshavpuram,2018,0,18.8,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,0.5
57,PITAM PURA,Keshavpuram,2018,0,39.3,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,0.866025404
57,PITAM PURA,Keshavpuram,2018,0,31.6,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-2.45E-16,1
57,PITAM PURA,Keshavpuram,2019,0,27.5,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,0.866025404
57,PITAM PURA,Keshavpuram,2019,0,8.6,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,0.5
57,PITAM PURA,Keshavpuram,2019,0,34.6,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1,6.12E-17
57,PITAM PURA,Keshavpuram,2019,0,25.4,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2019,0,39.5,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2019,0,158.2,191.6,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1.22E-16,-1
57,PITAM PURA,Keshavpuram,2019,0,191.8,191.6,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2019,0,186,191.6,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2019,0,108.7,191.6,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-1,-1.84E-16
57,PITAM PURA,Keshavpuram,2019,0,14.1,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,0.5
57,PITAM PURA,Keshavpuram,2019,0,20.1,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,0.866025404
57,PITAM PURA,Keshavpuram,2019,0,21.4,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-2.45E-16,1
57,PITAM PURA,Keshavpuram,2020,0,36.3,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,0.866025404
57,PITAM PURA,Keshavpuram,2020,0,24,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,0.5
57,PITAM PURA,Keshavpuram,2020,0,39.2,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1,6.12E-17
57,PITAM PURA,Keshavpuram,2020,0,33.4,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.866025404,-0.5
57,PITAM PURA,Keshavpuram,2020,0,24.4,0,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2020,0,211,153.6,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,1.22E-16,-1
57,PITAM PURA,Keshavpuram,2020,0,135.8,153.6,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.5,-0.866025404
57,PITAM PURA,Keshavpuram,2020,0,200.8,153.6,3.45,0.097,1.59,0.34,5,158.6,238.4,20.99,0.5,0.044,-0.866025404,-0.5
